day,land,crop,ph,sun,humidity,richness,compatibility
2,3,Potato,7.232986887951396,11.961991833882298,62.65509781407794,7.566292173836731,41.78297125511839
2,3,Tomato,7.232986887951396,11.961991833882298,62.65509781407794,7.566292173836731,41.78297125511839
2,3,Barley,7.232986887951396,11.961991833882298,62.65509781407794,7.566292173836731,41.78297125511839
2,3,Corn,7.232986887951396,11.961991833882298,62.65509781407794,7.566292173836731,41.78297125511839
2,3,Carrot,7.232986887951396,11.961991833882298,62.65509781407794,7.566292173836731,41.78297125511839
3,1,Potato,6.949329984248131,8.93320656387543,20.546800433024668,15.068634646377976,42.75203620772576
3,1,Tomato,6.949329984248131,8.93320656387543,20.546800433024668,15.068634646377976,42.75203620772576
3,1,Barley,6.949329984248131,8.93320656387543,20.546800433024668,15.068634646377976,42.75203620772576
3,1,Corn,6.949329984248131,8.93320656387543,20.546800433024668,15.068634646377976,42.75203620772576
3,1,Carrot,6.949329984248131,8.93320656387543,20.546800433024668,15.068634646377976,42.75203620772576
3,2,Potato,7.905240552782926,9.94020126706134,82.11783545075976,71.31373490043138,54.40485183549061
3,2,Tomato,7.905240552782926,9.94020126706134,82.11783545075976,71.31373490043138,54.40485183549061
3,2,Barley,7.905240552782926,9.94020126706134,82.11783545075976,71.31373490043138,54.40485183549061
3,2,Corn,7.905240552782926,9.94020126706134,82.11783545075976,71.31373490043138,54.40485183549061
3,2,Carrot,7.905240552782926,9.94020126706134,82.11783545075976,71.31373490043138,54.40485183549061
3,3,Potato,6.051236610946354,8.947742181234837,49.658641939741685,24.569853602269674,43.833594770276086
3,3,Tomato,6.051236610946354,8.947742181234837,49.658641939741685,24.569853602269674,43.833594770276086
3,3,Barley,6.051236610946354,8.947742181234837,49.658641939741685,24.569853602269674,43.833594770276086
3,3,Corn,6.051236610946354,8.947742181234837,49.658641939741685,24.569853602269674,43.833594770276086
3,3,Carrot,6.051236610946354,8.947742181234837,49.658641939741685,24.569853602269674,43.833594770276086
4,1,Potato,6.730498348913114,10.380295158232949,54.39899988733602,95.82372067947075,49.45179989414661
4,1,Tomato,6.730498348913114,10.380295158232949,54.39899988733602,95.82372067947075,49.45179989414661
4,1,Barley,6.730498348913114,10.380295158232949,54.39899988733602,95.82372067947075,49.45179989414661
4,1,Corn,6.730498348913114,10.380295158232949,54.39899988733602,95.82372067947075,49.45179989414661
4,1,Carrot,6.730498348913114,10.380295158232949,54.39899988733602,95.82372067947075,49.45179989414661
4,2,Potato,6.18458221514923,9.751768105915618,17.73793795594201,50.89374773869044,42.26034815154594
4,2,Tomato,6.18458221514923,9.751768105915618,17.73793795594201,50.89374773869044,42.26034815154594
4,2,Barley,6.18458221514923,9.751768105915618,17.73793795594201,50.89374773869044,42.26034815154594
4,2,Corn,6.18458221514923,9.751768105915618,17.73793795594201,50.89374773869044,42.26034815154594
4,2,Carrot,6.18458221514923,9.751768105915618,17.73793795594201,50.89374773869044,42.26034815154594
4,3,Potato,5.836233353082939,10.21210923353861,39.02815033148778,84.12035173517909,42.04020153202315
4,3,Tomato,5.836233353082939,10.21210923353861,39.02815033148778,84.12035173517909,42.04020153202315
4,3,Barley,5.836233353082939,10.21210923353861,39.02815033148778,84.12035173517909,42.04020153202315
4,3,Corn,5.836233353082939,10.21210923353861,39.02815033148778,84.12035173517909,42.04020153202315
4,3,Carrot,5.836233353082939,10.21210923353861,39.02815033148778,84.12035173517909,42.04020153202315
5,1,Potato,7.513731603648342,9.56574287194454,41.6728311899384,62.7667898059888,49.06415981344191
5,1,Tomato,7.513731603648342,9.56574287194454,41.6728311899384,62.7667898059888,49.06415981344191
5,1,Barley,7.513731603648342,9.56574287194454,41.6728311899384,62.7667898059888,49.06415981344191
5,1,Corn,7.513731603648342,9.56574287194454,41.6728311899384,62.7667898059888,49.06415981344191
5,1,Carrot,7.513731603648342,9.56574287194454,41.6728311899384,62.7667898059888,49.06415981344191
5,2,Potato,8.224227747856407,7.6932502373531,65.74500680537751,51.19430563304424,48.909818081087316
5,2,Tomato,8.224227747856407,7.6932502373531,65.74500680537751,51.19430563304424,48.909818081087316
5,2,Barley,8.224227747856407,7.6932502373531,65.74500680537751,51.19430563304424,48.909818081087316
5,2,Corn,8.224227747856407,7.6932502373531,65.74500680537751,51.19430563304424,48.909818081087316
5,2,Carrot,8.224227747856407,7.6932502373531,65.74500680537751,51.19430563304424,48.909818081087316
5,3,Potato,8.135668016621157,5.992277876164155,23.889664372643242,69.77279663019829,41.789023995734695
5,3,Tomato,8.135668016621157,5.992277876164155,23.889664372643242,69.77279663019829,41.789023995734695
5,3,Barley,8.135668016621157,5.992277876164155,23.889664372643242,69.77279663019829,41.789023995734695
5,3,Corn,8.135668016621157,5.992277876164155,23.889664372643242,69.77279663019829,41.789023995734695
5,3,Carrot,8.135668016621157,5.992277876164155,23.889664372643242,69.77279663019829,41.789023995734695
6,1,Potato,7.5751862646664225,11.844332851010837,54.576002783724114,55.34224409542473,50.337683217589394
6,1,Tomato,7.5751862646664225,11.844332851010837,54.576002783724114,55.34224409542473,50.337683217589394
6,1,Barley,7.5751862646664225,11.844332851010837,54.576002783724114,55.34224409542473,50.337683217589394
6,1,Corn,7.5751862646664225,11.844332851010837,54.576002783724114,55.34224409542473,50.337683217589394
6,1,Carrot,7.5751862646664225,11.844332851010837,54.576002783724114,55.34224409542473,50.337683217589394
6,2,Potato,7.522461639751953,9.350211018823762,36.43781092054213,71.02066466129034,47.532861807999915
6,2,Tomato,7.522461639751953,9.350211018823762,36.43781092054213,71.02066466129034,47.532861807999915
6,2,Barley,7.522461639751953,9.350211018823762,36.43781092054213,71.02066466129034,47.532861807999915
6,2,Corn,7.522461639751953,9.350211018823762,36.43781092054213,71.02066466129034,47.532861807999915
6,2,Carrot,7.522461639751953,9.350211018823762,36.43781092054213,71.02066466129034,47.532861807999915
6,3,Potato,5.886759888185954,11.768463574521043,57.2551064369178,87.21627206670492,42.519506907261295
6,3,Tomato,5.886759888185954,11.768463574521043,57.2551064369178,87.21627206670492,42.519506907261295
6,3,Barley,5.886759888185954,11.768463574521043,57.2551064369178,87.21627206670492,42.519506907261295
6,3,Corn,5.886759888185954,11.768463574521043,57.2551064369178,87.21627206670492,42.519506907261295
6,3,Carrot,5.886759888185954,11.768463574521043,57.2551064369178,87.21627206670492,42.519506907261295
7,1,Potato,6.625630590277926,7.604570258961928,66.54221346641629,6.960790354712354,41.64294675192195
7,1,Tomato,6.625630590277926,7.604570258961928,66.54221346641629,6.960790354712354,41.64294675192195
7,1,Barley,6.625630590277926,7.604570258961928,66.54221346641629,6.960790354712354,41.64294675192195
7,1,Corn,6.625630590277926,7.604570258961928,66.54221346641629,6.960790354712354,41.64294675192195
7,1,Carrot,6.625630590277926,7.604570258961928,66.54221346641629,6.960790354712354,41.64294675192195
7,2,Potato,6.1390898328930605,7.9079240752166555,82.44507865651345,99.12929015867672,44.439166635760486
7,2,Tomato,6.1390898328930605,7.9079240752166555,82.44507865651345,99.12929015867672,44.439166635760486
7,2,Barley,6.1390898328930605,7.9079240752166555,82.44507865651345,99.12929015867672,44.439166635760486
7,2,Corn,6.1390898328930605,7.9079240752166555,82.44507865651345,99.12929015867672,44.439166635760486
7,2,Carrot,6.1390898328930605,7.9079240752166555,82.44507865651345,99.12929015867672,44.439166635760486
7,3,Potato,7.354478634347694,5.123539776841489,50.52533983004089,74.74131350747821,41.68325687215576
7,3,Tomato,7.354478634347694,5.123539776841489,50.52533983004089,74.74131350747821,41.68325687215576
7,3,Barley,7.354478634347694,5.123539776841489,50.52533983004089,74.74131350747821,41.68325687215576
7,3,Corn,7.354478634347694,5.123539776841489,50.52533983004089,74.74131350747821,41.68325687215576
7,3,Carrot,7.354478634347694,5.123539776841489,50.52533983004089,74.74131350747821,41.68325687215576
8,1,Potato,5.914734425250293,11.15741352394631,51.05402916529535,85.75981895162452,42.905932304147456
8,1,Tomato,5.914734425250293,11.15741352394631,51.05402916529535,85.75981895162452,42.905932304147456
8,1,Barley,5.914734425250293,11.15741352394631,51.05402916529535,85.75981895162452,42.905932304147456
8,1,Corn,5.914734425250293,11.15741352394631,51.05402916529535,85.75981895162452,42.905932304147456
8,1,Carrot,5.914734425250293,11.15741352394631,51.05402916529535,85.75981895162452,42.905932304147456
8,2,Potato,6.534571592361248,9.774339431337529,87.78994157197756,55.941967481757615,48.18612915138407
8,2,Tomato,6.534571592361248,9.774339431337529,87.78994157197756,55.941967481757615,48.18612915138407
8,2,Barley,6.534571592361248,9.774339431337529,87.78994157197756,55.941967481757615,48.18612915138407
8,2,Corn,6.534571592361248,9.774339431337529,87.78994157197756,55.941967481757615,48.18612915138407
8,2,Carrot,6.534571592361248,9.774339431337529,87.78994157197756,55.941967481757615,48.18612915138407
8,3,Potato,6.177241842523211,5.994408508812769,14.981936790976444,20.85651613163426,39.507548299865604
8,3,Tomato,6.177241842523211,5.994408508812769,14.981936790976444,20.85651613163426,39.507548299865604
8,3,Barley,6.177241842523211,5.994408508812769,14.981936790976444,20.85651613163426,39.507548299865604
8,3,Corn,6.177241842523211,5.994408508812769,14.981936790976444,20.85651613163426,39.507548299865604
8,3,Carrot,6.177241842523211,5.994408508812769,14.981936790976444,20.85651613163426,39.507548299865604
9,1,Potato,7.897239416706411,11.556001009289428,31.048386357263375,49.96421512497894,45.845962309388845
9,1,Tomato,7.897239416706411,11.556001009289428,31.048386357263375,49.96421512497894,45.845962309388845
9,1,Barley,7.897239416706411,11.556001009289428,31.048386357263375,49.96421512497894,45.845962309388845
9,1,Corn,7.897239416706411,11.556001009289428,31.048386357263375,49.96421512497894,45.845962309388845
9,1,Carrot,7.897239416706411,11.556001009289428,31.048386357263375,49.96421512497894,45.845962309388845
9,2,Potato,7.576434754129862,8.608122860822427,68.08125083302697,0.5862865394541283,41.654969098368454
9,2,Tomato,7.576434754129862,8.608122860822427,68.08125083302697,0.5862865394541283,41.654969098368454
9,2,Barley,7.576434754129862,8.608122860822427,68.08125083302697,0.5862865394541283,41.654969098368454
9,2,Corn,7.576434754129862,8.608122860822427,68.08125083302697,0.5862865394541283,41.654969098368454
9,2,Carrot,7.576434754129862,8.608122860822427,68.08125083302697,0.5862865394541283,41.654969098368454
9,3,Potato,7.357738160545079,8.582392287418632,48.301356024966125,15.834992938728254,43.21227609842657
9,3,Tomato,7.357738160545079,8.582392287418632,48.301356024966125,15.834992938728254,43.21227609842657
9,3,Barley,7.357738160545079,8.582392287418632,48.301356024966125,15.834992938728254,43.21227609842657
9,3,Corn,7.357738160545079,8.582392287418632,48.301356024966125,15.834992938728254,43.21227609842657
9,3,Carrot,7.357738160545079,8.582392287418632,48.301356024966125,15.834992938728254,43.21227609842657
10,1,Potato,6.865129134494316,10.182438026476177,61.02173922038621,86.32340167316187,49.91523387582875
10,1,Tomato,6.865129134494316,10.182438026476177,61.02173922038621,86.32340167316187,49.91523387582875
10,1,Barley,6.865129134494316,10.182438026476177,61.02173922038621,86.32340167316187,49.91523387582875
10,1,Corn,6.865129134494316,10.182438026476177,61.02173922038621,86.32340167316187,49.91523387582875
10,1,Carrot,6.865129134494316,10.182438026476177,61.02173922038621,86.32340167316187,49.91523387582875
10,2,Potato,6.298758262673534,8.334599266195209,78.157670965701,86.80378591834692,46.0998312881797
10,2,Tomato,6.298758262673534,8.334599266195209,78.157670965701,86.80378591834692,46.0998312881797
10,2,Barley,6.298758262673534,8.334599266195209,78.157670965701,86.80378591834692,46.0998312881797
10,2,Corn,6.298758262673534,8.334599266195209,78.157670965701,86.80378591834692,46.0998312881797
10,2,Carrot,6.298758262673534,8.334599266195209,78.157670965701,86.80378591834692,46.0998312881797
10,3,Potato,8.250430148315925,8.927537100960894,67.93835998011753,20.761140342868188,44.195626984651845
10,3,Tomato,8.250430148315925,8.927537100960894,67.93835998011753,20.761140342868188,44.195626984651845
10,3,Barley,8.250430148315925,8.927537100960894,67.93835998011753,20.761140342868188,44.195626984651845
10,3,Corn,8.250430148315925,8.927537100960894,67.93835998011753,20.761140342868188,44.195626984651845
10,3,Carrot,8.250430148315925,8.927537100960894,67.93835998011753,20.761140342868188,44.195626984651845
11,1,Potato,8.409808940537108,6.002448614294805,59.775356923446466,96.07475406666455,42.53549281696871
11,1,Tomato,8.409808940537108,6.002448614294805,59.775356923446466,96.07475406666455,42.53549281696871
11,1,Barley,8.409808940537108,6.002448614294805,59.775356923446466,96.07475406666455,42.53549281696871
11,1,Corn,8.409808940537108,6.002448614294805,59.775356923446466,96.07475406666455,42.53549281696871
11,1,Carrot,8.409808940537108,6.002448614294805,59.775356923446466,96.07475406666455,42.53549281696871
11,2,Potato,6.523106106359885,10.981226728384218,71.71084292177444,95.70035760837179,47.95579197550642
11,2,Tomato,6.523106106359885,10.981226728384218,71.71084292177444,95.70035760837179,47.95579197550642
11,2,Barley,6.523106106359885,10.981226728384218,71.71084292177444,95.70035760837179,47.95579197550642
11,2,Corn,6.523106106359885,10.981226728384218,71.71084292177444,95.70035760837179,47.95579197550642
11,2,Carrot,6.523106106359885,10.981226728384218,71.71084292177444,95.70035760837179,47.95579197550642
11,3,Potato,7.7107530220004055,9.600419414352704,73.4413876277778,42.553306458126315,49.52585990862286
11,3,Tomato,7.7107530220004055,9.600419414352704,73.4413876277778,42.553306458126315,49.52585990862286
11,3,Barley,7.7107530220004055,9.600419414352704,73.4413876277778,42.553306458126315,49.52585990862286
11,3,Corn,7.7107530220004055,9.600419414352704,73.4413876277778,42.553306458126315,49.52585990862286
11,3,Carrot,7.7107530220004055,9.600419414352704,73.4413876277778,42.553306458126315,49.52585990862286
12,1,Potato,7.9041349587546,9.925271381511536,75.69738649838855,19.966265866278697,43.00455014518424
12,1,Tomato,7.9041349587546,9.925271381511536,75.69738649838855,19.966265866278697,43.00455014518424
12,1,Barley,7.9041349587546,9.925271381511536,75.69738649838855,19.966265866278697,43.00455014518424
12,1,Corn,7.9041349587546,9.925271381511536,75.69738649838855,19.966265866278697,43.00455014518424
12,1,Carrot,7.9041349587546,9.925271381511536,75.69738649838855,19.966265866278697,43.00455014518424
12,2,Potato,5.666179607739702,6.213863633275443,30.73875887519869,64.56671997005493,41.222660928397026
12,2,Tomato,5.666179607739702,6.213863633275443,30.73875887519869,64.56671997005493,41.222660928397026
12,2,Barley,5.666179607739702,6.213863633275443,30.73875887519869,64.56671997005493,41.222660928397026
12,2,Corn,5.666179607739702,6.213863633275443,30.73875887519869,64.56671997005493,41.222660928397026
12,2,Carrot,5.666179607739702,6.213863633275443,30.73875887519869,64.56671997005493,41.222660928397026
12,3,Potato,5.859211325011635,6.230624224997284,36.883534020638706,54.4634011363205,42.549920102884066
12,3,Tomato,5.859211325011635,6.230624224997284,36.883534020638706,54.4634011363205,42.549920102884066
12,3,Barley,5.859211325011635,6.230624224997284,36.883534020638706,54.4634011363205,42.549920102884066
12,3,Corn,5.859211325011635,6.230624224997284,36.883534020638706,54.4634011363205,42.549920102884066
12,3,Carrot,5.859211325011635,6.230624224997284,36.883534020638706,54.4634011363205,42.549920102884066
13,1,Potato,7.902930575196455,7.787411768205263,84.19504185838025,62.59008879348001,49.11876093723704
13,1,Tomato,7.902930575196455,7.787411768205263,84.19504185838025,62.59008879348001,49.11876093723704
13,1,Barley,7.902930575196455,7.787411768205263,84.19504185838025,62.59008879348001,49.11876093723704
13,1,Corn,7.902930575196455,7.787411768205263,84.19504185838025,62.59008879348001,49.11876093723704
13,1,Carrot,7.902930575196455,7.787411768205263,84.19504185838025,62.59008879348001,49.11876093723704
13,2,Potato,5.560393033345522,7.727603848665498,49.30600885316835,43.889460522172996,41.694051839704194
13,2,Tomato,5.560393033345522,7.727603848665498,49.30600885316835,43.889460522172996,41.694051839704194
13,2,Barley,5.560393033345522,7.727603848665498,49.30600885316835,43.889460522172996,41.694051839704194
13,2,Corn,5.560393033345522,7.727603848665498,49.30600885316835,43.889460522172996,41.694051839704194
13,2,Carrot,5.560393033345522,7.727603848665498,49.30600885316835,43.889460522172996,41.694051839704194
13,3,Potato,6.329043810850435,8.281461903748836,13.068040990781453,17.27857435189797,41.74853552827017
13,3,Tomato,6.329043810850435,8.281461903748836,13.068040990781453,17.27857435189797,41.74853552827017
13,3,Barley,6.329043810850435,8.281461903748836,13.068040990781453,17.27857435189797,41.74853552827017
13,3,Corn,6.329043810850435,8.281461903748836,13.068040990781453,17.27857435189797,41.74853552827017
13,3,Carrot,6.329043810850435,8.281461903748836,13.068040990781453,17.27857435189797,41.74853552827017
14,1,Potato,8.364990369303497,10.601868341841898,14.891263122315825,27.91665906545413,40.44951777540017
14,1,Tomato,8.364990369303497,10.601868341841898,14.891263122315825,27.91665906545413,40.44951777540017
14,1,Barley,8.364990369303497,10.601868341841898,14.891263122315825,27.91665906545413,40.44951777540017
14,1,Corn,8.364990369303497,10.601868341841898,14.891263122315825,27.91665906545413,40.44951777540017
14,1,Carrot,8.364990369303497,10.601868341841898,14.891263122315825,27.91665906545413,40.44951777540017
14,2,Potato,6.5796893035324775,11.50703715207687,89.5587142271569,24.858532195902004,45.1187663272952
14,2,Tomato,6.5796893035324775,11.50703715207687,89.5587142271569,24.858532195902004,45.1187663272952
14,2,Barley,6.5796893035324775,11.50703715207687,89.5587142271569,24.858532195902004,45.1187663272952
14,2,Corn,6.5796893035324775,11.50703715207687,89.5587142271569,24.858532195902004,45.1187663272952
14,2,Carrot,6.5796893035324775,11.50703715207687,89.5587142271569,24.858532195902004,45.1187663272952
14,3,Potato,8.011584344225213,6.694038604795519,89.13958021729769,10.715027061700367,40.35496173818496
14,3,Tomato,8.011584344225213,6.694038604795519,89.13958021729769,10.715027061700367,40.35496173818496
14,3,Barley,8.011584344225213,6.694038604795519,89.13958021729769,10.715027061700367,40.35496173818496
14,3,Corn,8.011584344225213,6.694038604795519,89.13958021729769,10.715027061700367,40.35496173818496
14,3,Carrot,8.011584344225213,6.694038604795519,89.13958021729769,10.715027061700367,40.35496173818496
15,1,Potato,5.676211208496717,8.324128500673218,46.94942175658157,2.9009371144034013,41.713807669429585
15,1,Tomato,5.676211208496717,8.324128500673218,46.94942175658157,2.9009371144034013,41.713807669429585
15,1,Barley,5.676211208496717,8.324128500673218,46.94942175658157,2.9009371144034013,41.713807669429585
15,1,Corn,5.676211208496717,8.324128500673218,46.94942175658157,2.9009371144034013,41.713807669429585
15,1,Carrot,5.676211208496717,8.324128500673218,46.94942175658157,2.9009371144034013,41.713807669429585
15,2,Potato,7.864552773411781,11.31450802169833,71.84460040137574,89.57297414011143,57.72867284088064
15,2,Tomato,7.864552773411781,11.31450802169833,71.84460040137574,89.57297414011143,57.72867284088064
15,2,Barley,7.864552773411781,11.31450802169833,71.84460040137574,89.57297414011143,57.72867284088064
15,2,Corn,7.864552773411781,11.31450802169833,71.84460040137574,89.57297414011143,57.72867284088064
15,2,Carrot,7.864552773411781,11.31450802169833,71.84460040137574,89.57297414011143,57.72867284088064
15,3,Potato,6.521286680896872,5.711275431695599,69.41840131292878,52.10431136631195,42.31057855707656
15,3,Tomato,6.521286680896872,5.711275431695599,69.41840131292878,52.10431136631195,42.31057855707656
15,3,Barley,6.521286680896872,5.711275431695599,69.41840131292878,52.10431136631195,42.31057855707656
15,3,Corn,6.521286680896872,5.711275431695599,69.41840131292878,52.10431136631195,42.31057855707656
15,3,Carrot,6.521286680896872,5.711275431695599,69.41840131292878,52.10431136631195,42.31057855707656
16,1,Potato,6.374774444854616,5.307348724174369,73.7731909270586,19.01388604005454,40.60846006878118
16,1,Tomato,6.374774444854616,5.307348724174369,73.7731909270586,19.01388604005454,40.60846006878118
16,1,Barley,6.374774444854616,5.307348724174369,73.7731909270586,19.01388604005454,40.60846006878118
16,1,Corn,6.374774444854616,5.307348724174369,73.7731909270586,19.01388604005454,40.60846006878118
16,1,Carrot,6.374774444854616,5.307348724174369,73.7731909270586,19.01388604005454,40.60846006878118
16,2,Potato,6.272405485697282,6.035777872373873,12.925741064258043,85.78140329751535,40.00575210621429
16,2,Tomato,6.272405485697282,6.035777872373873,12.925741064258043,85.78140329751535,40.00575210621429
16,2,Barley,6.272405485697282,6.035777872373873,12.925741064258043,85.78140329751535,40.00575210621429
16,2,Corn,6.272405485697282,6.035777872373873,12.925741064258043,85.78140329751535,40.00575210621429
16,2,Carrot,6.272405485697282,6.035777872373873,12.925741064258043,85.78140329751535,40.00575210621429
16,3,Potato,8.160958347822444,6.413069363658034,30.365731746495854,7.841656946088349,40.20500196311283
16,3,Tomato,8.160958347822444,6.413069363658034,30.365731746495854,7.841656946088349,40.20500196311283
16,3,Barley,8.160958347822444,6.413069363658034,30.365731746495854,7.841656946088349,40.20500196311283
16,3,Corn,8.160958347822444,6.413069363658034,30.365731746495854,7.841656946088349,40.20500196311283
16,3,Carrot,8.160958347822444,6.413069363658034,30.365731746495854,7.841656946088349,40.20500196311283
17,1,Potato,5.591659217123489,10.014174558687953,15.8200480965629,30.23391455922082,40.58938793989246
17,1,Tomato,5.591659217123489,10.014174558687953,15.8200480965629,30.23391455922082,40.58938793989246
17,1,Barley,5.591659217123489,10.014174558687953,15.8200480965629,30.23391455922082,40.58938793989246
17,1,Corn,5.591659217123489,10.014174558687953,15.8200480965629,30.23391455922082,40.58938793989246
17,1,Carrot,5.591659217123489,10.014174558687953,15.8200480965629,30.23391455922082,40.58938793989246
17,2,Potato,8.488913118547313,5.7466256673111555,22.658477268533524,44.83545488886109,42.337815498364975
17,2,Tomato,8.488913118547313,5.7466256673111555,22.658477268533524,44.83545488886109,42.337815498364975
17,2,Barley,8.488913118547313,5.7466256673111555,22.658477268533524,44.83545488886109,42.337815498364975
17,2,Corn,8.488913118547313,5.7466256673111555,22.658477268533524,44.83545488886109,42.337815498364975
17,2,Carrot,8.488913118547313,5.7466256673111555,22.658477268533524,44.83545488886109,42.337815498364975
17,3,Potato,7.702419331595699,8.065476069384609,80.39165935054265,27.877387615320437,46.23597934598361
17,3,Tomato,7.702419331595699,8.065476069384609,80.39165935054265,27.877387615320437,46.23597934598361
17,3,Barley,7.702419331595699,8.065476069384609,80.39165935054265,27.877387615320437,46.23597934598361
17,3,Corn,7.702419331595699,8.065476069384609,80.39165935054265,27.877387615320437,46.23597934598361
17,3,Carrot,7.702419331595699,8.065476069384609,80.39165935054265,27.877387615320437,46.23597934598361
18,1,Potato,7.193883013748277,9.326543877666614,78.53017632503114,32.1554031730651,47.37448432792619
18,1,Tomato,7.193883013748277,9.326543877666614,78.53017632503114,32.1554031730651,47.37448432792619
18,1,Barley,7.193883013748277,9.326543877666614,78.53017632503114,32.1554031730651,47.37448432792619
18,1,Corn,7.193883013748277,9.326543877666614,78.53017632503114,32.1554031730651,47.37448432792619
18,1,Carrot,7.193883013748277,9.326543877666614,78.53017632503114,32.1554031730651,47.37448432792619
18,2,Potato,7.970504753633383,10.323628765812085,30.92342280139483,43.63073558072143,45.74686039633764
18,2,Tomato,7.970504753633383,10.323628765812085,30.92342280139483,43.63073558072143,45.74686039633764
18,2,Barley,7.970504753633383,10.323628765812085,30.92342280139483,43.63073558072143,45.74686039633764
18,2,Corn,7.970504753633383,10.323628765812085,30.92342280139483,43.63073558072143,45.74686039633764
18,2,Carrot,7.970504753633383,10.323628765812085,30.92342280139483,43.63073558072143,45.74686039633764
18,3,Potato,5.724468519007409,11.220679150229554,41.7360770633043,73.95457928251423,41.78873195570216
18,3,Tomato,5.724468519007409,11.220679150229554,41.7360770633043,73.95457928251423,41.78873195570216
18,3,Barley,5.724468519007409,11.220679150229554,41.7360770633043,73.95457928251423,41.78873195570216
18,3,Corn,5.724468519007409,11.220679150229554,41.7360770633043,73.95457928251423,41.78873195570216
18,3,Carrot,5.724468519007409,11.220679150229554,41.7360770633043,73.95457928251423,41.78873195570216
19,1,Potato,6.552151705179117,11.213411861983797,13.988705525521983,59.714918749076304,41.54105762788537
19,1,Tomato,6.552151705179117,11.213411861983797,13.988705525521983,59.714918749076304,41.54105762788537
19,1,Barley,6.552151705179117,11.213411861983797,13.988705525521983,59.714918749076304,41.54105762788537
19,1,Corn,6.552151705179117,11.213411861983797,13.988705525521983,59.714918749076304,41.54105762788537
19,1,Carrot,6.552151705179117,11.213411861983797,13.988705525521983,59.714918749076304,41.54105762788537
19,2,Potato,8.14407420073725,7.617828679767844,35.05736645605438,24.40789384641494,45.013016021933126
19,2,Tomato,8.14407420073725,7.617828679767844,35.05736645605438,24.40789384641494,45.013016021933126
19,2,Barley,8.14407420073725,7.617828679767844,35.05736645605438,24.40789384641494,45.013016021933126
19,2,Corn,8.14407420073725,7.617828679767844,35.05736645605438,24.40789384641494,45.013016021933126
19,2,Carrot,8.14407420073725,7.617828679767844,35.05736645605438,24.40789384641494,45.013016021933126
19,3,Potato,6.137006433922824,7.906133110807749,75.82532100069984,24.018802065807275,44.4196299508632
19,3,Tomato,6.137006433922824,7.906133110807749,75.82532100069984,24.018802065807275,44.4196299508632
19,3,Barley,6.137006433922824,7.906133110807749,75.82532100069984,24.018802065807275,44.4196299508632
19,3,Corn,6.137006433922824,7.906133110807749,75.82532100069984,24.018802065807275,44.4196299508632
19,3,Carrot,6.137006433922824,7.906133110807749,75.82532100069984,24.018802065807275,44.4196299508632
20,1,Potato,8.223206346829743,6.9512780824558345,84.88784332996278,38.07993290889809,46.123759069185766
20,1,Tomato,8.223206346829743,6.9512780824558345,84.88784332996278,38.07993290889809,46.123759069185766
